msgID,image,text,link
1,http://tylers.s3.amazonaws.com/uploads/2016/08/08095352/upgrade.png,Upgrade to Tesseract <b>Plus</b> today to enjoy over 25+ website additions!,http://tesseracttheme.com/plus/
